Rating	JobTitle	companyname	location	Estsal	Mediansal
4.5	Business Analyst	Solution Design Group –	"Golden Valley, MN"	Est. Salary $65k-$97k	The median pay of $78k is:
3.6	Business Analyst	American Airlines –	"Fort Worth, TX"	Est. Salary $48k-$81k	The median pay of $64k is:
3.4	Business Analyst	22nd Century Technologies Inc. –	"Raleigh, NC"	Est. Salary $47k-$75k	The median pay of $60k is:
3.2	Business Analyst	ChannelAdvisor –	"Morrisville, NC"	Est. Salary $64k-$98k	The median pay of $79k is:
3.5	Business Systems Consultant 4 (Business Analyst)	Wells Fargo –	"Concord, CA"	Est. Salary $83k-$129k	The median pay of $102k is:
3.4	Process Mapping Business Analyst	LabAnswer –	"Remote, OR"	Est. Salary $51k-$77k	The median pay of $63k is:
3.5	"Business Analyst, Programs"	Universal Service Administrative Company –	"Washington, DC"	Est. Salary $62k-$86k	The median pay of $73k is:
	Business Analyst	"WhirlWind Technologies, LLC –"	"Suitland, MD"	Est. Salary $54k-$96k	The median pay of $72k is:
3.6	Intern: Business Analyst	BTI Systems –	United States	Est. Salary $33k-$51k	The median pay of $41k is:
3.2	IT Internship - Business Analyst	RLI Corp –	"Peoria, IL"	Est. Salary $50k-$74k	The median pay of $61k is:
3.4	Business Systems Analyst	First Tech Federal Credit Union –	"Mountain View, CA"	Est. Salary $62k-$86k	The median pay of $73k is:
3.3	Business Analyst	Connections Education –	"Columbia, MD"	Est. Salary $48k-$76k	The median pay of $61k is:
4	Business Systems Analyst	Illumina –	"San Diego, CA"	Est. Salary $74k-$98k	The median pay of $84k is:
3.5	Business Analyst	"Atterro, Inc. –"	"Sugar Land, TX"		
3.8	Business Analyst	Sharp Decisions –	"New York, NY"		
3.1	IS Business Analyst	State of Wisconsin –	"Dane, WI"	Est. Salary $50k-$81k	The median pay of $63k is:
4.1	Business Systems Analyst	Adobe –	"San Jose, CA"	Est. Salary $85k-$108k	The median pay of $96k is:
3	Business Objects Analyst	Social Solutions –	"Baltimore, MD"	Est. Salary $67k-$94k	The median pay of $78k is:
3.2	Investments Operations Analyst – Business Analyst	Genworth Financial –	"Stamford, CT"	Est. Salary $53k-$79k	The median pay of $64k is:
	Business Analyst	Darby Consulting –	"Austin, TX"	Est. Salary $45k-$84k	The median pay of $62k is:
3.8	EpicCare Ambulatory Business Systems Analyst (MyChart)	Lee Health –	"Fort Myers, FL"	Est. Salary $49k-$65k	The median pay of $57k is:
2.8	"Associate Business Analyst, EDM"	InComm –	"Alpharetta, GA"	Est. Salary $56k-$85k	The median pay of $70k is:
3.6	Lead Business Analyst	GE Healthcare –	"Marlborough, MA"	Est. Salary $98k-$140k	The median pay of $117k is:
3.8	Business Analyst/Project Support	Soft Tech Consulting –	"Orlando, FL"	Est. Salary $49k-$72k	The median pay of $59k is:
3.9	"Sr. Business Process Analyst, Business Development"	Sutter Physician Services –	"Sacramento, CA"	Est. Salary $61k-$94k	The median pay of $76k is:
4.2	Business Development Analyst - Food Business Unit China	Intralox –	United States	Est. Salary $39k-$66k	The median pay of $49k is:
4.7	Business Systems Analyst	TeamSoft Inc. –	"Oshkosh, WI"		
4.7	Business Analyst	Hyperloop One –	"Los Angeles, CA"	Est. Salary $74k-$110k	The median pay of $89k is:
3.6	Business Systems Analyst-Physicians Health Plan IT	Sparrow Health System –	"Lansing, MI"	Est. Salary $48k-$64k	The median pay of $56k is:
4.1	Business Analyst	Brilliant Earth –	"San Francisco, CA"	Est. Salary $65k-$101k	The median pay of $81k is:
3.5	Senior IT Business Analyst	M Financial Group –	"Portland, OR"	Est. Salary $73k-$109k	The median pay of $89k is:
3	Business Analyst Internship - Technology & Operations Program	AllianceBernstein –	"New York, NY"		
2.4	Jr Business and Technology Analyst	BofI Federal Bank –	"San Diego, CA"	Est. Salary $39k-$57k	The median pay of $48k is:
3.2	Business Systems Analyst	Advantis Credit Union –	"Portland, OR"	Est. Salary $56k-$78k	The median pay of $66k is:
4.6	Business Analyst	RealSelf –	"Seattle, WA"	Est. Salary $77k-$118k	The median pay of $95k is:
3.5	Business Analyst	"H&R Block, Inc. –"	"Kansas City, MO"	Est. Salary $49k-$72k	The median pay of $60k is:
	Business Analyst	Gulfstream Property & Casualty Insurance –	"Sarasota, FL"	Est. Salary $38k-$58k	The median pay of $47k is:
3.6	BUSINESS SYSTEM ANALYST	Sentara Healthcare –	"Virginia Beach, VA"	Est. Salary $52k-$69k	The median pay of $60k is:
3.8	Business Analyst - Risk Control	PMA Companies –	"Blue Bell, PA"	Est. Salary $60k-$89k	The median pay of $74k is:
3.2	Senior Business Systems Analyst	"O'Reilly Automotive, Inc. –"	"Springfield, MO"	Est. Salary $66k-$83k	The median pay of $75k is:
4.1	Business Analyst	Zelis Healthcare –	"Bedminster, NJ"	Est. Salary $61k-$90k	The median pay of $73k is:
3	Business Analyst - Culinary Development - Corporate	Aramark –	"Philadelphia, PA"	Est. Salary $48k-$78k	The median pay of $62k is:
3.6	Business Analyst	"Tele-Tracking Technologies, Inc. –"	"Pittsburgh, PA"	Est. Salary $61k-$94k	The median pay of $75k is:
3.5	Business Analyst	"Republic Services, Inc. –"	"Scottsdale, AZ"	Est. Salary $77k-$114k	The median pay of $94k is:
4.7	Agile/Scrum Business Analyst	Dynamic Computing Services –	"Mission, KS"	Est. Salary $68k-$101k	The median pay of $82k is:
3.7	Business and Quality Analyst	"Logic Information Systems, Inc. –"	"Austin, TX"		
3.4	Business Analyst- Implementation Team	Vestmark –	"Wakefield, MA"	Est. Salary $67k-$101k	The median pay of $82k is:
3.3	Business Analyst-	Randstad US –	"Charlotte, NC"		
3.3	Business Analyst	AECOM –	"Monterey Park, CA"	Est. Salary $57k-$95k	The median pay of $74k is:
4.1	Business Analyst	Primus Global Services –	"Saint Louis, MO"	Est. Salary $49k-$72k	The median pay of $59k is:
2.8	Business Analyst	Aegis Sciences Corp –	"Nashville, TN"	Est. Salary $60k-$95k	The median pay of $76k is:
3.7	Business Analyst II	InEight –	"Scottsdale, AZ"	Est. Salary $58k-$86k	The median pay of $71k is:
2.1	Business Analyst	Valeant –	"Irvine, CA"	Est. Salary $65k-$106k	The median pay of $84k is:
3.4	Business Analyst	CR England –	"Salt Lake City, UT"	Est. Salary $58k-$91k	The median pay of $74k is:
2.7	Business Systems Analyst	Matchpoint Solutions –	"Plano, TX"	Est. Salary $63k-$85k	The median pay of $73k is:
2.3	Business Analyst	Inovalon –	"Bowie, MD"	Est. Salary $63k-$90k	The median pay of $76k is:
3.2	Business Planning Analyst	Seagate Technology –	"Round Rock, TX"	Est. Salary $66k-$95k	The median pay of $79k is:
4.9	Business Analyst	Confluentia –	"New York, NY"	Est. Salary $51k-$86k	The median pay of $67k is:
3	Business Systems Analyst	MOM Brands –	"Minneapolis, MN"	Est. Salary $68k-$89k	The median pay of $79k is:
3.6	Business Analyst	"Xpanxion, LLC –"	"Lincoln, NE"	Est. Salary $42k-$63k	The median pay of $51k is:
3.7	IT Business Analyst Principals #IN	Cummins –	"Columbus, IN"	Est. Salary $60k-$88k	The median pay of $73k is:
2.7	Business Systems Analyst	Robert Half Technology –	"Sunrise, FL"	Est. Salary $70k-$91k	The median pay of $80k is:
2.8	Business Analyst	Konica Minolta –	"Windsor, CT"	Est. Salary $47k-$75k	The median pay of $60k is:
4.7	Business Analyst	Convergence Consulting Group –	"Tampa, FL"	Est. Salary $47k-$67k	The median pay of $57k is:
3.2	Sr Business Analyst	Digital River –	"Minnetonka, MN"	Est. Salary $67k-$99k	The median pay of $82k is:
5	Business Analyst	"Techlink, Inc. –"	"New York, NY"	Est. Salary $61k-$81k	The median pay of $70k is:
3.1	Business Analyst	"Covestic, Inc. –"	"Renton, WA"		
3.3	Business Systems & Data Analyst	"Air Line Pilots Association, Int'l. –"	"Herndon, VA"	Est. Salary $48k-$70k	The median pay of $58k is:
3.3	Business Planning Analyst	Driscoll's –	"Watsonville, CA"	Est. Salary $49k-$69k	The median pay of $58k is:
3.8	Business Analyst	Longview –	"Shiloh, IL"	Est. Salary $39k-$58k	The median pay of $48k is:
4.2	Business Analyst	Vanderhouwen & Associates –	"Beaverton, OR"		
3.7	Business Analyst	SAIC –	"Arlington, VA"	Est. Salary $65k-$104k	The median pay of $82k is:
1.9	Software Business Analyst	"Credible Behavioral Health, Inc. –"	"Rockville, MD"	Est. Salary $78k-$108k	The median pay of $92k is:
3.1	Business Analyst with Business Objects	NTT DATA –	"Raleigh, NC"	Est. Salary $55k-$90k	The median pay of $71k is:
3.5	Business Analyst MM	Citi –	United States	Est. Salary $47k-$86k	The median pay of $63k is:
2.3	Business Analyst	Inovalon –	"Bowie, MD"	Est. Salary $63k-$90k	The median pay of $76k is:
3.2	Business Planning Analyst	Seagate Technology –	"Round Rock, TX"	Est. Salary $66k-$95k	The median pay of $79k is:
4.9	Business Analyst	Confluentia –	"New York, NY"	Est. Salary $51k-$86k	The median pay of $67k is:
3	Business Systems Analyst	MOM Brands –	"Minneapolis, MN"	Est. Salary $68k-$89k	The median pay of $79k is:
2.7	Business Systems Analyst	Robert Half Technology –	"Sunrise, FL"	Est. Salary $70k-$91k	The median pay of $80k is:
3.6	Business Analyst	"Xpanxion, LLC –"	"Lincoln, NE"	Est. Salary $42k-$63k	The median pay of $51k is:
2.8	Business Analyst	Konica Minolta –	"Windsor, CT"	Est. Salary $47k-$75k	The median pay of $60k is:
3.7	IT Business Analyst Principals #IN	Cummins –	"Columbus, IN"	Est. Salary $60k-$88k	The median pay of $73k is:
4.7	Business Analyst	Convergence Consulting Group –	"Tampa, FL"	Est. Salary $47k-$67k	The median pay of $57k is:
3.2	Sr Business Analyst	Digital River –	"Minnetonka, MN"	Est. Salary $67k-$99k	The median pay of $82k is:
5	Business Analyst	"Techlink, Inc. –"	"New York, NY"	Est. Salary $61k-$81k	The median pay of $70k is:
3.1	Business Analyst	"Covestic, Inc. –"	"Renton, WA"		
3.3	Business Planning Analyst	Driscoll's –	"Watsonville, CA"	Est. Salary $49k-$69k	The median pay of $58k is:
3.3	Business Systems & Data Analyst	"Air Line Pilots Association, Int'l. –"	"Herndon, VA"	Est. Salary $48k-$70k	The median pay of $58k is:
3.8	Business Analyst	Longview –	"Shiloh, IL"	Est. Salary $39k-$58k	The median pay of $48k is:
4.2	Business Analyst	Vanderhouwen & Associates –	"Beaverton, OR"		
1.9	Software Business Analyst	"Credible Behavioral Health, Inc. –"	"Rockville, MD"	Est. Salary $78k-$108k	The median pay of $92k is:
3.7	Business Analyst	SAIC –	"Arlington, VA"	Est. Salary $65k-$104k	The median pay of $82k is:
3.1	Business Analyst with Business Objects	NTT DATA –	"Raleigh, NC"	Est. Salary $55k-$90k	The median pay of $71k is:
3.5	Business Analyst MM	Citi –	United States	Est. Salary $47k-$86k	The median pay of $63k is:
3	Business Analyst III	The Standard –	"Portland, OR"	Est. Salary $56k-$85k	The median pay of $69k is:
3.4	Business Analyst	Kelly Services –	"East Brunswick, NJ"		
3.7	Business Analyst	Regeneron –	"Tarrytown, NY"	Est. Salary $76k-$117k	The median pay of $95k is:
3.3	Business Analyst	Birlasoft –	"Edison, NJ"	Est. Salary $59k-$82k	The median pay of $69k is:
	Business Analyst	TripleNet Technologies –	"Seattle, WA"	Est. Salary $53k-$82k	The median pay of $65k is:
3.7	Business Analyst/Project Manager	Discover Financial Services –	"Riverwoods, IL"	Est. Salary $65k-$103k	The median pay of $80k is:
4	Business Analyst	"AdaQuest, Inc. –"	"Seattle, WA"	Est. Salary $66k-$101k	The median pay of $81k is:
3.3	Business Analyst	Collabera –	"Southfield, MI"		
5	Business Analyst	"Celerity Systems, Inc. –"	"Rockville, MD"	Est. Salary $59k-$82k	The median pay of $68k is:
4.1	Business Analyst	Computing Concepts Inc –	"New York, NY"	Est. Salary $55k-$91k	The median pay of $71k is:
4.1	Business Analyst	Fort Wayne Metals –	"Fort Wayne, IN"	Est. Salary $46k-$70k	The median pay of $57k is:
3.3	IT Business Analyst II	C. H. Robinson Worldwide –	"Eden Prairie, MN"	Est. Salary $57k-$86k	The median pay of $69k is:
3.5	Business Analyst	Kelly Mitchell Group –	"Northbrook, IL"		
5	Business Analyst	Annkissam –	"Boston, MA"	Est. Salary $53k-$80k	The median pay of $65k is:
3.7	Business Analyst	"Levi, Ray & Shoup –"	"Schaumburg, IL"	Est. Salary $55k-$91k	The median pay of $72k is:
3.7	Business Analyst/Configuration Management Specialist	ASRC Federal Holding Company –	"Reston, VA"	Est. Salary $61k-$84k	The median pay of $70k is:
2.6	Business Analyst	Gates Corp –	"Siloam Springs, AR"	Est. Salary $41k-$61k	The median pay of $50k is:
3.2	Sr. Business Analyst	Dimension Data –	United States	Est. Salary $71k-$105k	The median pay of $87k is:
	Business Analyst	Transmosis –	"San Francisco, CA"	Est. Salary $58k-$89k	The median pay of $71k is:
4.3	Business Analyst	The McIntyre Group –	"Elmsford, NY"		
4.5	Business Analyst	Atrilogy –	"Schaumburg, IL"		
3.8	Business Analyst	Infomatics Inc –	"Georgetown, KY"	Est. Salary $47k-$70k	The median pay of $57k is:
4.1	Business Analyst	Signpost –	"New York, NY"	Est. Salary $48k-$76k	The median pay of $61k is:
5	Business Analyst	Veterans EZ Info –	"Washington, DC"	Est. Salary $54k-$96k	The median pay of $72k is:
3	Business Systems Analyst Treasury Operations	Citizens Bank –	"Cranston, RI"	Est. Salary $57k-$80k	The median pay of $68k is:
3.5	Business Analyst	ADP –	"San Dimas, CA"	Est. Salary $51k-$80k	The median pay of $64k is:
4	Business Analyst	Blackstone Technology Group –	"Washington, DC"		
3.8	Internship - Business Analyst	NWEA –	"Portland, OR"	Est. Salary $42k-$65k	The median pay of $52k is:
3.3	Business Analyst	McLane Company –	"Temple, TX"	Est. Salary $44k-$71k	The median pay of $56k is:
2.8	Sr. Business and Data Analyst	Twia –	"Austin, TX"	Est. Salary $61k-$87k	The median pay of $73k is:
3.6	Business Analyst - Flavors Portfolio Data Analytics	Givaudan –	"Cincinnati, OH"	Est. Salary $59k-$89k	The median pay of $73k is:
3.5	Business Analyst	Ascent –	"Chicago, IL"	Est. Salary $57k-$93k	The median pay of $73k is:
2.5	Business Systems Analyst	Whitsons Culinary Group –	"Islandia, NY"	Est. Salary $44k-$61k	The median pay of $52k is:
3.5	Senior Business Analyst	KellyMitchell –	"Brookfield, WI"		
3.7	Senior Business Analyst	RBC –	"Jersey City, NJ"	Est. Salary $101k-$159k	The median pay of $127k is:
3.5	Intern/Co Op Business Analyst	Constellation Brands –	United States	Est. Salary $32k-$49k	The median pay of $40k is:
	Business Analyst - Claims and Configuration	First Health Group –	"Downers Grove, IL"	Est. Salary $52k-$78k	The median pay of $64k is:
3.8	Business Solution Analyst	APC –	"Kensington, CT"		
3.2	Business Analyst	McDonald's –	"Oak Brook, IL"	Est. Salary $53k-$86k	The median pay of $69k is:
4.2	Business Analyst	Sonoma Partner –	"Denver, CO"	Est. Salary $64k-$91k	The median pay of $76k is:
4.2	Growth Analyst- Dropbox Business	Dropbox –	"San Francisco, CA"		
3.4	Business Analyst	Mercy –	"Saint Louis, MO"	Est. Salary $41k-$62k	The median pay of $51k is:
4.3	Business Systems Analyst II	Central California Alliance for Health –	"Scotts Valley, CA"	Est. Salary $66k-$87k	The median pay of $76k is:
3.3	Business Process Analyst	International SOS –	"Trevose, PA"	Est. Salary $37k-$58k	The median pay of $47k is:
3.8	Business Analyst Front & Mid Office	Shell –	"Houston, TX"	Est. Salary $69k-$105k	The median pay of $85k is:
3	Senior Business Analyst- Contract role	CLS Bank International –	"New York, NY"	Est. Salary $84k-$136k	The median pay of $108k is:
3.6	Senior Business Analyst Payroll Systems	American Airlines –	"Phoenix, AZ"	Est. Salary $56k-$90k	The median pay of $72k is:
3.2	Business Analyst	American Arbitration Association –	"New York, NY"	Est. Salary $51k-$80k	The median pay of $65k is:
3.5	Business Analyst	Verizon –	"Solon, OH"	Est. Salary $57k-$92k	The median pay of $73k is:
4.6	Business Intelligence Analyst-Locals Only	Eliassen Group –	"Woburn, MA"		
4.1	Business Analyst	Malauzai Software –	"Austin, TX"	Est. Salary $44k-$68k	The median pay of $54k is:
3.8	Business Analyst	Integrity Staffing Solutions –	"Princeton, NJ"	Est. Salary $63k-$98k	The median pay of $79k is:
3.8	Sr Business Systems Analyst	Swiss Re –	"Chicago, IL"	Est. Salary $68k-$92k	The median pay of $79k is:
	Business Analyst	Tri-Com Consulting GROUP –	"Storrs, CT"	Est. Salary $63k-$93k	The median pay of $76k is:
3.4	Business Analyst	Photon Infotech –	"Deerfield, IL"	Est. Salary $53k-$77k	The median pay of $63k is:
4.1	Senior Business Analyst	Bennett Aerospace –	"Arlington, VA"	Est. Salary $71k-$100k	The median pay of $84k is:
3.2	Associate Business Intelligence Analyst	CBS Interactive –	"New York, NY"	Est. Salary $51k-$78k	The median pay of $65k is:
3.4	Accounting Business Analyst - External Reporting	NV Energy –	"Reno, NV"	Est. Salary $52k-$79k	The median pay of $64k is:
2.9	Business Analyst	Bausch & Lomb –	"Irvine, CA"	Est. Salary $73k-$116k	The median pay of $93k is:
3.6	Business Analyst	A.C. Coy –	"Herndon, VA"	Est. Salary $57k-$79k	The median pay of $65k is:
4	Business Analyst	"TASER International, Inc. –"	"Scottsdale, AZ"	Est. Salary $55k-$84k	The median pay of $68k is:
3.2	Business Analyst	Bloom Health –	"Minneapolis, MN"	Est. Salary $64k-$97k	The median pay of $78k is:
2.9	Business Analyst Summer Internship	California Dairies –	"Fresno, CA"	Est. Salary $39k-$59k	The median pay of $49k is:
2.8	Business Analyst	Saggezza –	"Scottsdale, AZ"	Est. Salary $49k-$75k	The median pay of $61k is:
3.6	Senior Business Analyst	Thomson Reuters –	"Philadelphia, PA"	Est. Salary $64k-$100k	The median pay of $79k is:
3.7	Business Analyst	Great American Insurance Co. –	"Cincinnati, OH"	Est. Salary $45k-$68k	The median pay of $56k is:
3.3	Business Analyst	"The Judge Group, Inc. –"	"Chicago, IL"		
3.7	Business Analyst	Milliman –	"Seattle, WA"	Est. Salary $72k-$97k	The median pay of $83k is:
3.8	"Business Analyst, Global Development Marketing"	Colgate-Palmolive –	"Piscataway, NJ"	Est. Salary $60k-$90k	The median pay of $74k is:
3.6	"Principal Business Analyst, POS"	Manhattan Associates –	"Piscataway, NJ"	Est. Salary $79k-$112k	The median pay of $97k is:
4	Business Analyst (Technical)	KURTOSYS –	"Raleigh, NC"	Est. Salary $44k-$78k	The median pay of $60k is:
3	Business Analyst	RealPage –	"Richardson, TX"	Est. Salary $52k-$80k	The median pay of $66k is:
3.5	Business Analyst	Verizon –	"Solon, OH"	Est. Salary $57k-$92k	The median pay of $73k is:
4.1	Business Analyst	Malauzai Software –	"Austin, TX"	Est. Salary $44k-$68k	The median pay of $54k is:
